product_id,sku,name,description,features,material,length_mm,dimensions,capacity,weight_kg,corrosion_resistant,uom,country_of_manufacture,category_id,timestamp,processed_timestamp
DZ2026-0055,DZ2026-0055,Two-Way Travel Drawer Slide Double Extension 550mm DZ2026-0055,,,,17406.0,"{'length_mm': [550.0], 'thickness_mm': [], 'extension_percent': []}",,1.03,False,,,,2025-11-17 09:32:36.096699,2025-11-17T09:40:42.470026
DZ2026-0060,DZ2026-0060,Two-Way Travel Drawer Slide Double Extension 600mm DZ2026-0060,,,,17409.0,"{'length_mm': [600.0], 'thickness_mm': [], 'extension_percent': []}",,1.13,False,,,,2025-11-17 09:32:36.096722,2025-11-17T09:40:42.470026
DZ2026-0065,DZ2026-0065,Two-Way Travel Drawer Slide Double Extension 650mm DZ2026-0065,,,,17412.0,"{'length_mm': [650.0], 'thickness_mm': [], 'extension_percent': []}",,1.23,False,,,,2025-11-17 09:32:36.096744,2025-11-17T09:40:42.470026
DZ2026-0070,DZ2026-0070,Two-Way Travel Drawer Slide Double Extension 700mm DZ2026-0070,,,,17415.0,"{'length_mm': [700.0], 'thickness_mm': [], 'extension_percent': []}",,1.32,False,,,,2025-11-17 09:32:36.096767,2025-11-17T09:40:42.470026
DZ2026-0030,DZ2026-0030,Two-Way Travel Drawer Slide Double Extension 300mm DZ2026-0030,,,,17388.0,"{'length_mm': [300.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.096795,2025-11-17T09:40:42.470026
DZ2026-0035,DZ2026-0035,Two-Way Travel Drawer Slide Double Extension 350mm DZ2026-0035,,,,17391.0,"{'length_mm': [350.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.096822,2025-11-17T09:40:42.470026
DZ2026-0040,DZ2026-0040,Two-Way Travel Drawer Slide Double Extension 400mm DZ2026-0040,,,,17394.0,"{'length_mm': [400.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.096849,2025-11-17T09:40:42.470026
DZ2026-0045,DZ2026-0045,Two-Way Travel Drawer Slide Double Extension 450mm DZ2026-0045,,,,17397.0,"{'length_mm': [450.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.096876,2025-11-17T09:40:42.470026
DZ2026-0050,DZ2026-0050,Two-Way Travel Drawer Slide Double Extension 500mm DZ2026-0050,,,,17403.0,"{'length_mm': [500.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.096903,2025-11-17T09:40:42.470026
DZ2026-0055,DZ2026-0055,Two-Way Travel Drawer Slide Double Extension 550mm DZ2026-0055,,,,17406.0,"{'length_mm': [550.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.096929,2025-11-17T09:40:42.470026
DZ2026-0060,DZ2026-0060,Two-Way Travel Drawer Slide Double Extension 600mm DZ2026-0060,,,,17409.0,"{'length_mm': [600.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.096956,2025-11-17T09:40:42.470026
DZ2026-0065,DZ2026-0065,Two-Way Travel Drawer Slide Double Extension 650mm DZ2026-0065,,,,17412.0,"{'length_mm': [650.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.096984,2025-11-17T09:40:42.470026
DZ2026-0070,DZ2026-0070,Two-Way Travel Drawer Slide Double Extension 700mm DZ2026-0070,,,,17415.0,"{'length_mm': [700.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.097015,2025-11-17T09:40:42.470026
DZ2109,DZ2109,Keyboard Slide with Brackets DZ2109,"Keyboard slide with brackets DZ2109 that has a load rating up to 35kg, light duty with 75% extension and slide thickness of 12.7mm with a front disconnect & adjustable brackets. Used with Kayboard tray",Adjustable brackets and light duty 75% travel Extension Used with keyboard trays Temperature Range Between -20º & 70º C DZ - Electro zinc plate and blue passivate Life time guarantee: it's Quick Ship ™ slides against defects in material and workmanship. Please Read more under Help and policy section Light Duty Slide,,,"{'length_mm': [12.7], 'thickness_mm': [], 'extension_percent': []}","{'value': 35.0, 'unit': 'kg'}",,False,Kit,,18.0,2025-11-17 09:32:36.097067,2025-11-17T09:40:42.470026
DZ2109-0030-2,DZ2109-0030-2,Keyboard Slide with Brackets 300mm DZ2109-0030-2,,,,17388.0,"{'length_mm': [300.0], 'thickness_mm': [], 'extension_percent': []}",,0.87,False,,,,2025-11-17 09:32:36.097089,2025-11-17T09:40:42.470026
DZ2109-0035-2,DZ2109-0035-2,Keyboard Slide with Brackets 350mm DZ2109-0035-2,,,,17391.0,"{'length_mm': [350.0], 'thickness_mm': [], 'extension_percent': []}",,0.99,False,,,,2025-11-17 09:32:36.097112,2025-11-17T09:40:42.470026
DZ2109-0040-2,DZ2109-0040-2,Keyboard Slide with Brackets 400mm DZ2109-0040-2,,,,17394.0,"{'length_mm': [400.0], 'thickness_mm': [], 'extension_percent': []}",,1.07,False,,,,2025-11-17 09:32:36.097134,2025-11-17T09:40:42.470026
DZ2109-0045-2,DZ2109-0045-2,Keyboard Slide with Brackets 450mm DZ2109-0045-2,,,,17397.0,"{'length_mm': [450.0], 'thickness_mm': [], 'extension_percent': []}",,1.14,False,,,,2025-11-17 09:32:36.097154,2025-11-17T09:40:42.470026
DZ2109-0050-2,DZ2109-0050-2,Keyboard Slide with Brackets 500mm DZ2109-0050-2,,,,17403.0,"{'length_mm': [500.0], 'thickness_mm': [], 'extension_percent': []}",,1.23,False,,,,2025-11-17 09:32:36.097175,2025-11-17T09:40:42.470026
DZ2109-0055-2,DZ2109-0055-2,Keyboard Slide with Brackets 550mm DZ2109-0055-2,,,,17406.0,"{'length_mm': [550.0], 'thickness_mm': [], 'extension_percent': []}",,1.33,False,,,,2025-11-17 09:32:36.097199,2025-11-17T09:40:42.470026
DZ2109-0030-2,DZ2109-0030-2,Keyboard Slide with Brackets 300mm DZ2109-0030-2,,,,17388.0,"{'length_mm': [300.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Kit,,,2025-11-17 09:32:36.097225,2025-11-17T09:40:42.470026
DZ2109-0035-2,DZ2109-0035-2,Keyboard Slide with Brackets 350mm DZ2109-0035-2,,,,17391.0,"{'length_mm': [350.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Kit,,,2025-11-17 09:32:36.097249,2025-11-17T09:40:42.470026
DZ2109-0040-2,DZ2109-0040-2,Keyboard Slide with Brackets 400mm DZ2109-0040-2,,,,17394.0,"{'length_mm': [400.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Kit,,,2025-11-17 09:32:36.097274,2025-11-17T09:40:42.470026
DZ2109-0045-2,DZ2109-0045-2,Keyboard Slide with Brackets 450mm DZ2109-0045-2,,,,17397.0,"{'length_mm': [450.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Kit,,,2025-11-17 09:32:36.097299,2025-11-17T09:40:42.470026
DZ2109-0050-2,DZ2109-0050-2,Keyboard Slide with Brackets 500mm DZ2109-0050-2,,,,17403.0,"{'length_mm': [500.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Kit,,,2025-11-17 09:32:36.097324,2025-11-17T09:40:42.470026
DZ2109-0055-2,DZ2109-0055-2,Keyboard Slide with Brackets 550mm DZ2109-0055-2,,,,17406.0,"{'length_mm': [550.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Kit,,,2025-11-17 09:32:36.097349,2025-11-17T09:40:42.470026
DZ2109-0060-2,DZ2109-0060-2,KEYBOARD SLIDE,,,,17409.0,{'length_mm': [60]},,,False,Pair,,,2025-11-17 09:32:36.097374,2025-11-17T09:40:42.470026
DZ2109-0065-2,DZ2109-0065-2,KEYBOARD SLIDE,,,,17412.0,{'length_mm': [65]},,,False,Pair,,,2025-11-17 09:32:36.097398,2025-11-17T09:40:42.470026
DZ2109-0070-2,DZ2109-0070-2,KEYBOARD SLIDE,,,,17415.0,{'length_mm': [70]},,,False,Pair,,,2025-11-17 09:32:36.097420,2025-11-17T09:40:42.470026
DZ2132,DZ2132,Part Extension Drawer Runner DZ2132,"Part extension drawer runner DZ2132 that has a load rating up to 35-50kg, light duty with 75% extension, low profile with hold-out and slide thickness of 12.7mm or 14mm with mounting bracket.",Low profile Light Duty Slide Use for Furniture Cabinet Hardware Temperature Range Between -20º & 70º C DZ - Electro zinc plate and blue passivate Life time guarantee: it's Quick Ship ™ slides against defects in material and workmanship. Please Read more under Help and policy section.,,,"{'length_mm': [12.7, 14.0], 'thickness_mm': [], 'extension_percent': []}","{'min': 35.0, 'max': 50.0, 'unit': 'kg'}",,False,Pair,,61.0,2025-11-17 09:32:36.097475,2025-11-17T09:40:42.470026
DZ2132-0025,DZ2132-0025,Part Extension Drawer Runner 250mm DZ2132-0025,,,,17385.0,"{'length_mm': [250.0], 'thickness_mm': [], 'extension_percent': []}",,0.46,False,,,,2025-11-17 09:32:36.097498,2025-11-17T09:40:42.470026
DZ2132-0030,DZ2132-0030,Part Extension Drawer Runner 300mm DZ2132-0030,,,,17388.0,"{'length_mm': [300.0], 'thickness_mm': [], 'extension_percent': []}",,0.52,False,,,,2025-11-17 09:32:36.097522,2025-11-17T09:40:42.470026
DZ2132-0035,DZ2132-0035,Part Extension Drawer Runner 350mm DZ2132-0035,,,,17391.0,"{'length_mm': [350.0], 'thickness_mm': [], 'extension_percent': []}",,0.64,False,,,,2025-11-17 09:32:36.097543,2025-11-17T09:40:42.470026
DZ2132-0040,DZ2132-0040,Part Extension Drawer Runner 400mm DZ2132-0040,,,,17394.0,"{'length_mm': [400.0], 'thickness_mm': [], 'extension_percent': []}",,0.71,False,,,,2025-11-17 09:32:36.097565,2025-11-17T09:40:42.470026
DZ2132-0045,DZ2132-0045,Part Extension Drawer Runner 450mm DZ2132-0045,,,,17397.0,"{'length_mm': [450.0], 'thickness_mm': [], 'extension_percent': []}",,0.78,False,,,,2025-11-17 09:32:36.097587,2025-11-17T09:40:42.470026
DZ2132-0050,DZ2132-0050,Part Extension Drawer Runner 500mm DZ2132-0050,,,,17403.0,"{'length_mm': [500.0], 'thickness_mm': [], 'extension_percent': []}",,0.88,False,,,,2025-11-17 09:32:36.097610,2025-11-17T09:40:42.470026
DZ2132-0055,DZ2132-0055,Part Extension Drawer Runner 550mm DZ2132-0055,,,,17406.0,"{'length_mm': [550.0], 'thickness_mm': [], 'extension_percent': []}",,0.98,False,,,,2025-11-17 09:32:36.097631,2025-11-17T09:40:42.470026
DZ2132-0060,DZ2132-0060,Part Extension Drawer Runner 600mm DZ2132-0060,,,,17409.0,"{'length_mm': [600.0], 'thickness_mm': [], 'extension_percent': []}",,1.05,False,,,,2025-11-17 09:32:36.097652,2025-11-17T09:40:42.470026
DZ2132-0065,DZ2132-0065,Part Extension Drawer Runner 650mm DZ2132-0065,,,,17412.0,"{'length_mm': [650.0], 'thickness_mm': [], 'extension_percent': []}",,1.17,False,,,,2025-11-17 09:32:36.097674,2025-11-17T09:40:42.470026
DZ2132-0070,DZ2132-0070,Part Extension Drawer Runner 700mm DZ2132-0070,,,,17415.0,"{'length_mm': [700.0], 'thickness_mm': [], 'extension_percent': []}",,1.26,False,,,,2025-11-17 09:32:36.097696,2025-11-17T09:40:42.470026
DZ2132-0025,DZ2132-0025,Part Extension Drawer Runner 250mm DZ2132-0025,,,,17385.0,"{'length_mm': [250.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.097721,2025-11-17T09:40:42.470026
DZ2132-0030,DZ2132-0030,Part Extension Drawer Runner 300mm DZ2132-0030,,,,17388.0,"{'length_mm': [300.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.097746,2025-11-17T09:40:42.470026
DZ2132-0035,DZ2132-0035,Part Extension Drawer Runner 350mm DZ2132-0035,,,,17391.0,"{'length_mm': [350.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.097771,2025-11-17T09:40:42.470026
DZ2132-0040,DZ2132-0040,Part Extension Drawer Runner 400mm DZ2132-0040,,,,17394.0,"{'length_mm': [400.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.097795,2025-11-17T09:40:42.470026
DZ2132-0045,DZ2132-0045,Part Extension Drawer Runner 450mm DZ2132-0045,,,,17397.0,"{'length_mm': [450.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.097821,2025-11-17T09:40:42.470026
DZ2132-0050,DZ2132-0050,Part Extension Drawer Runner 500mm DZ2132-0050,,,,17403.0,"{'length_mm': [500.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.097846,2025-11-17T09:40:42.470026
DZ2132-0055,DZ2132-0055,Part Extension Drawer Runner 550mm DZ2132-0055,,,,17406.0,"{'length_mm': [550.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.097870,2025-11-17T09:40:42.470026
DZ2132-0060,DZ2132-0060,Part Extension Drawer Runner 600mm DZ2132-0060,,,,17409.0,"{'length_mm': [600.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.097895,2025-11-17T09:40:42.470026
DZ2132-0065,DZ2132-0065,Part Extension Drawer Runner 650mm DZ2132-0065,,,,17412.0,"{'length_mm': [650.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.097921,2025-11-17T09:40:42.470026
DZ2132-0070,DZ2132-0070,Part Extension Drawer Runner 700mm DZ2132-0070,,,,17415.0,"{'length_mm': [700.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.097946,2025-11-17T09:40:42.470026
DZ2132-DO,DZ2132-DO,Part Extension Drawer Slide with Hold-Out DZ2132-DO,"Part extension drawer slide with hold-out DZ2132-DO that has a load rating up to 35-50kg, light duty with 75% extension, hold-in feature and 12.7-14mm slide thickness. Used with Industrial & Furniture",Low profile Light Duty Slide Used for Furniture Cabinet Hardware Temperature Range Between -20º & 70º C DZ - Electro zinc plate and blue passivate Life time guarantee: it's Quick Ship ™ slides against defects in material and workmanship. Please Read more under Help and policy section. DO - With holdout,,,"{'length_mm': [14.0], 'thickness_mm': [], 'extension_percent': []}","{'min': 35.0, 'max': 50.0, 'unit': 'kg'}",,False,Pair,,61.0,2025-11-17 09:32:36.098003,2025-11-17T09:40:42.470026
DZ2132-0025DO,DZ2132-0025DO,Part Extension Drawer Slide with Hold-Out 250mm DZ2132-0025DO,,,,17385.0,"{'length_mm': [250.0], 'thickness_mm': [], 'extension_percent': []}",,0.46,False,,,,2025-11-17 09:32:36.098028,2025-11-17T09:40:42.470026
DZ2132-0030DO,DZ2132-0030DO,Part Extension Drawer Slide with Hold-Out 300mm DZ2132-0030DO,,,,17388.0,"{'length_mm': [300.0], 'thickness_mm': [], 'extension_percent': []}",,0.52,False,,,,2025-11-17 09:32:36.098050,2025-11-17T09:40:42.470026
DZ2132-0035DO,DZ2132-0035DO,Part Extension Drawer Slide with Hold-Out 350mm DZ2132-0035DO,,,,17391.0,"{'length_mm': [350.0], 'thickness_mm': [], 'extension_percent': []}",,0.64,False,,,,2025-11-17 09:32:36.098072,2025-11-17T09:40:42.470026
DZ2132-0040DO,DZ2132-0040DO,Part Extension Drawer Slide with Hold-Out 400mm DZ2132-0040DO,,,,17394.0,"{'length_mm': [400.0], 'thickness_mm': [], 'extension_percent': []}",,0.71,False,,,,2025-11-17 09:32:36.098096,2025-11-17T09:40:42.470026
DZ2132-0045DO,DZ2132-0045DO,Part Extension Drawer Slide with Hold-Out 450mm DZ2132-0045DO,,,,17397.0,"{'length_mm': [450.0], 'thickness_mm': [], 'extension_percent': []}",,0.78,False,,,,2025-11-17 09:32:36.098118,2025-11-17T09:40:42.470026
DZ2132-0050DO,DZ2132-0050DO,Part Extension Drawer Slide with Hold-Out 500mm DZ2132-0050DO,,,,17403.0,"{'length_mm': [500.0], 'thickness_mm': [], 'extension_percent': []}",,0.88,False,,,,2025-11-17 09:32:36.098140,2025-11-17T09:40:42.470026
DZ2132-0055DO,DZ2132-0055DO,Part Extension Drawer Slide with Hold-Out 550mm DZ2132-0055DO,,,,17406.0,"{'length_mm': [550.0], 'thickness_mm': [], 'extension_percent': []}",,0.97,False,,,,2025-11-17 09:32:36.098162,2025-11-17T09:40:42.470026
DZ2132-0060DO,DZ2132-0060DO,Part Extension Drawer Slide with Hold-Out 600mm DZ2132-0060DO,,,,17409.0,"{'length_mm': [600.0], 'thickness_mm': [], 'extension_percent': []}",,1.06,False,,,,2025-11-17 09:32:36.098184,2025-11-17T09:40:42.470026
DZ2132-0065DO,DZ2132-0065DO,Part Extension Drawer Slide with Hold-Out 650mm DZ2132-0065DO,,,,17412.0,"{'length_mm': [650.0], 'thickness_mm': [], 'extension_percent': []}",,1.16,False,,,,2025-11-17 09:32:36.098206,2025-11-17T09:40:42.470026
DZ2132-0070DO,DZ2132-0070DO,Part Extension Drawer Slide with Hold-Out 700mm DZ2132-0070DO,,,,17415.0,"{'length_mm': [700.0], 'thickness_mm': [], 'extension_percent': []}",,1.27,False,,,,2025-11-17 09:32:36.098230,2025-11-17T09:40:42.470026
DZ2132-0025DO,DZ2132-0025DO,Part Extension Drawer Slide with Hold-Out 250mm DZ2132-0025DO,,,,17385.0,"{'length_mm': [250.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.098256,2025-11-17T09:40:42.470026
DZ2132-0030DO,DZ2132-0030DO,Part Extension Drawer Slide with Hold-Out 300mm DZ2132-0030DO,,,,17388.0,"{'length_mm': [300.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.098281,2025-11-17T09:40:42.470026
DZ2132-0035DO,DZ2132-0035DO,Part Extension Drawer Slide with Hold-Out 350mm DZ2132-0035DO,,,,17391.0,"{'length_mm': [350.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.098308,2025-11-17T09:40:42.470026
DZ2132-0040DO,DZ2132-0040DO,Part Extension Drawer Slide with Hold-Out 400mm DZ2132-0040DO,,,,17394.0,"{'length_mm': [400.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.098334,2025-11-17T09:40:42.470026
DZ2132-0045DO,DZ2132-0045DO,Part Extension Drawer Slide with Hold-Out 450mm DZ2132-0045DO,,,,17397.0,"{'length_mm': [450.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.098360,2025-11-17T09:40:42.470026
DZ2132-0050DO,DZ2132-0050DO,Part Extension Drawer Slide with Hold-Out 500mm DZ2132-0050DO,,,,17403.0,"{'length_mm': [500.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.098387,2025-11-17T09:40:42.470026
DZ2132-0055DO,DZ2132-0055DO,Part Extension Drawer Slide with Hold-Out 550mm DZ2132-0055DO,,,,17406.0,"{'length_mm': [550.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.098412,2025-11-17T09:40:42.470026
DZ2132-0060DO,DZ2132-0060DO,Part Extension Drawer Slide with Hold-Out 600mm DZ2132-0060DO,,,,17409.0,"{'length_mm': [600.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.098437,2025-11-17T09:40:42.470026
DZ2132-0065DO,DZ2132-0065DO,Part Extension Drawer Slide with Hold-Out 650mm DZ2132-0065DO,,,,17412.0,"{'length_mm': [650.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.098463,2025-11-17T09:40:42.470026
DZ2132-0070DO,DZ2132-0070DO,Part Extension Drawer Slide with Hold-Out 700mm DZ2132-0070DO,,,,17415.0,"{'length_mm': [700.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.098488,2025-11-17T09:40:42.470026
DZ2415,DZ2415,Ball Bearing Linear Motion Slide DZ2415,"Ball bearing linear motion slide DZ2415 with a load rating upto 18.5kg, light duty, sold in pairs and has 8mm slide thickness. Used in Printers, Computing and IT","DZ - Electro zinc plate and blue passivate Sold in Pairs Vertical and Horizontal Mounting Temperature Range Between -20º & 110º C Life time guarantee: it's Quick Ship ™ slides against defects in material and workmanship. Please Read more under Help and policy section. Used in Printers, Computing and IT",,,"{'length_mm': [8.0], 'thickness_mm': [], 'extension_percent': []}","{'value': 18.0, 'unit': 'kg'}",,False,Pair,,61.0,2025-11-17 09:32:36.098540,2025-11-17T09:40:42.470026
DZ2415-0020,DZ2415-0020,Ball Bearing Linear Motion Slide 200mm DZ2415-0020,,,,17382.0,"{'length_mm': [200.0], 'thickness_mm': [], 'extension_percent': []}",,0.212,False,,,,2025-11-17 09:32:36.098563,2025-11-17T09:40:42.470026
DZ2415-0025,DZ2415-0025,Ball Bearing Linear Motion Slide 250mm DZ2415-0025,,,,17385.0,"{'length_mm': [250.0], 'thickness_mm': [], 'extension_percent': []}",,0.255,False,,,,2025-11-17 09:32:36.098585,2025-11-17T09:40:42.470026
DZ2415-0030,DZ2415-0030,Ball Bearing Linear Motion Slide 300mm DZ2415-0030,,,,17388.0,"{'length_mm': [300.0], 'thickness_mm': [], 'extension_percent': []}",,0.296,False,,,,2025-11-17 09:32:36.098606,2025-11-17T09:40:42.470026
DZ2415-0035,DZ2415-0035,Ball Bearing Linear Motion Slide 350mm DZ2415-0035,,,,17391.0,"{'length_mm': [350.0], 'thickness_mm': [], 'extension_percent': []}",,0.338,False,,,,2025-11-17 09:32:36.098628,2025-11-17T09:40:42.470026
DZ2415-0040,DZ2415-0040,Ball Bearing Linear Motion Slide 400mm DZ2415-0040,,,,17394.0,"{'length_mm': [400.0], 'thickness_mm': [], 'extension_percent': []}",,0.379,False,,,,2025-11-17 09:32:36.098651,2025-11-17T09:40:42.470026
DZ2415-0045,DZ2415-0045,Ball Bearing Linear Motion Slide 450mm DZ2415-0045,,,,17397.0,"{'length_mm': [450.0], 'thickness_mm': [], 'extension_percent': []}",,0.421,False,,,,2025-11-17 09:32:36.098673,2025-11-17T09:40:42.470026
DZ2415-0050,DZ2415-0050,Ball Bearing Linear Motion Slide 500mm DZ2415-0050,,,,17403.0,"{'length_mm': [500.0], 'thickness_mm': [], 'extension_percent': []}",,0.457,False,,,,2025-11-17 09:32:36.098700,2025-11-17T09:40:42.470026
DZ2415-0055,DZ2415-0055,Ball Bearing Linear Motion Slide 550mm DZ2415-0055,,,,17406.0,"{'length_mm': [550.0], 'thickness_mm': [], 'extension_percent': []}",,0.5,False,,,,2025-11-17 09:32:36.098721,2025-11-17T09:40:42.470026
DZ2415-0020,DZ2415-0020,Ball Bearing Linear Motion Slide 200mm DZ2415-0020,,,,17382.0,"{'length_mm': [200.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.098747,2025-11-17T09:40:42.470026
DZ2415-0025,DZ2415-0025,Ball Bearing Linear Motion Slide 250mm DZ2415-0025,,,,17385.0,"{'length_mm': [250.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.098772,2025-11-17T09:40:42.470026
DZ2415-0030,DZ2415-0030,Ball Bearing Linear Motion Slide 300mm DZ2415-0030,,,,17388.0,"{'length_mm': [300.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.098797,2025-11-17T09:40:42.470026
DZ2415-0035,DZ2415-0035,Ball Bearing Linear Motion Slide 350mm DZ2415-0035,,,,17391.0,"{'length_mm': [350.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.098823,2025-11-17T09:40:42.470026
DZ2415-0040,DZ2415-0040,Ball Bearing Linear Motion Slide 400mm DZ2415-0040,,,,17394.0,"{'length_mm': [400.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.098848,2025-11-17T09:40:42.470026
DZ2415-0045,DZ2415-0045,Ball Bearing Linear Motion Slide 450mm DZ2415-0045,,,,17397.0,"{'length_mm': [450.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.098874,2025-11-17T09:40:42.470026
DZ2415-0050,DZ2415-0050,Ball Bearing Linear Motion Slide 500mm DZ2415-0050,,,,17403.0,"{'length_mm': [500.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.098899,2025-11-17T09:40:42.470026
DZ2415-0055,DZ2415-0055,Ball Bearing Linear Motion Slide 550mm DZ2415-0055,,,,17406.0,"{'length_mm': [550.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.098926,2025-11-17T09:40:42.470026
DZ2421,DZ2421,Light Duty Telescopic Slide with Low Profile DZ2421,"The telescopic slide DZ2421 for light duty has a low height of only 20mm , allows partial extension in both directions from a central position and provides high performance where it is needed: from kitchen islands to entertainment venues to pharmacies, hospital supply carts and banks. To optimise for mobile applications, Accuride has equipped this track with detents in the centre position. This prevents movement of the slide until activated and protects the contents at a all times.",Load rating up to 16kg per pair 75% extension 8mm slide thickness Low profile: only 20mm high Not suitable for flat mounting Temperature -20°C to +110°C DZ - 12 hours salt spray test,,,"{'length_mm': [20.0, 8.0, 20.0], 'thickness_mm': [], 'extension_percent': []}","{'value': 16.0, 'unit': 'kg'}",,False,Pair,,61.0,2025-11-17 09:32:36.099000,2025-11-17T09:40:42.470026
DZ2421-0020,DZ2421-0020,Light Duty Telescopic Slide with Low Profile 200mm DZ2421-0020,,,,17382.0,"{'length_mm': [200.0], 'thickness_mm': [], 'extension_percent': []}",,0.23,False,,,,2025-11-17 09:32:36.099025,2025-11-17T09:40:42.470026
DZ2421-0025,DZ2421-0025,Light Duty Telescopic Slide with Low Profile 250mm DZ2421-0025,,,,17385.0,"{'length_mm': [250.0], 'thickness_mm': [], 'extension_percent': []}",,0.28,False,,,,2025-11-17 09:32:36.099048,2025-11-17T09:40:42.470026
DZ2421-0030,DZ2421-0030,Light Duty Telescopic Slide with Low Profile 300mm DZ2421-0030,,,,17388.0,"{'length_mm': [300.0], 'thickness_mm': [], 'extension_percent': []}",,0.34,False,,,,2025-11-17 09:32:36.099072,2025-11-17T09:40:42.470026
DZ2421-0035,DZ2421-0035,Light Duty Telescopic Slide with Low Profile 350mm DZ2421-0035,,,,17391.0,"{'length_mm': [350.0], 'thickness_mm': [], 'extension_percent': []}",,0.39,False,,,,2025-11-17 09:32:36.099094,2025-11-17T09:40:42.470026
DZ2421-0040,DZ2421-0040,Light Duty Telescopic Slide with Low Profile 400mm DZ2421-0040,,,,17394.0,"{'length_mm': [400.0], 'thickness_mm': [], 'extension_percent': []}",,0.45,False,,,,2025-11-17 09:32:36.099117,2025-11-17T09:40:42.470026
DZ2421-0045,DZ2421-0045,Light Duty Telescopic Slide with Low Profile 450mm DZ2421-0045,,,,17397.0,"{'length_mm': [450.0], 'thickness_mm': [], 'extension_percent': []}",,0.51,False,,,,2025-11-17 09:32:36.099141,2025-11-17T09:40:42.470026
DZ2421-0050,DZ2421-0050,Light Duty Telescopic Slide with Low Profile 500mm DZ2421-0050,,,,17403.0,"{'length_mm': [500.0], 'thickness_mm': [], 'extension_percent': []}",,0.56,False,,,,2025-11-17 09:32:36.099164,2025-11-17T09:40:42.470026
